OBJECTID,PUBLIC_NAME,PARENT_NAME,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,BLD_CLASSIFICATION,BLD_TYPE,HISTORIC,BLD_ACCESS,FLOOR_COUNT,INTERIOR_SQUARE_FOOTAGE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
820,Shed,Fairmount Park Horticulture Center, , , ,0,4241 HORTICULTURAL DR,19131, ,4202 HORTICULTURAL DR,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,5,4,16,N,Located in West Fairmount Park,35.3515625,23.9411802385592
821,Shed,Fairmount Park Horticulture Center, , , ,0,4241 HORTICULTURAL DR,19131, ,4202 HORTICULTURAL DR,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,5,4,16,N,Located in West Fairmount Park,16.50390625,16.3251025834407
822,Shed,Marian Anderson Recreation Center, , , ,0,756 S 17TH ST,19146,740 S 17TH ST,"740 S 17TH ST, 740-44 S 17TH ST;776 S 17TH ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,7,2,17,N, ,16.8046875,16.7676021506123
823,Announcers Shed,Marian Anderson Recreation Center, , , ,0,756 S 17TH ST,19146,740 S 17TH ST,"740 S 17TH ST, 740-44 S 17TH ST;776 S 17TH ST",STRUCTURE,ATHLETIC,N,STAFF_ONLY,0,0,7,7,2,17,N, ,16.48046875,16.5635541335513
824,Shed,Marian Anderson Recreation Center, , , ,0,756 S 17TH ST,19146,740 S 17TH ST,"740 S 17TH ST, 740-44 S 17TH ST;776 S 17TH ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,7,2,17,N, ,17.18359375,16.7244926125062
825,Shed,William H (Billy) Markward Memorial Playground, , , ,0,400 S TANEY ST,19146,"400-16 S TANEY ST, 338-46 S 26TH ST, 300 S 26TH ST","400-16 S TANEY ST;Pine & Taney;338-46 S 26TH ST;300 S 26TH ST;2620 Pine St;350 S 26th St",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,5,2,9,N,"Located in Schuylkill River Park; Location in PPR Ops 7 administed by PPR Ops 5. ",19.84375,17.8626374223035
826,Stand,Smith Memorial Playground and Playhouse, , , ,0,3418 SMITH MEMORIAL DR,19121, ,"3500 RESERVOIR DR, 33rd & Oxford",STRUCTURE,CONCESSIONS,N,CONDITIONAL,0,0,7,5,4,22,N,Located in East Fairmount Park,7.703125,11.2917451419928
827,Shed,Smith Memorial Playground and Playhouse, , , ,0,3418 SMITH MEMORIAL DR,19121, ,"3500 RESERVOIR DR, 33rd & Oxford",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,5,4,22,N,Located in East Fairmount Park,19.21484375,17.5350701456881
828,Picnic Paviilion,Gustine Recreation Center, , ,"Arthur Ashe Youth Tennis and Education Center, Legacy Tennis",0,4700 RIDGE AVE,19129,4540 RIDGE AVE,"4540 RIDGE AVE, 4842 RIDGE AVE, 4868 RIDGE AVE",STRUCTURE,OTHER,N,PUBLIC,0,0,7,4,4,39,N,,84.3046875,36.7287132829365
829,Shed,Gustine Recreation Center, , ,"Arthur Ashe Youth Tennis and Education Center, Legacy Tennis",0,4700 RIDGE AVE,19129,4540 RIDGE AVE,"4540 RIDGE AVE, 4842 RIDGE AVE, 4868 RIDGE AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,4,4,39,N,,26.1328125,21.5324281996301
830,Shed,29th and Chalmers Playground, , , ,0,2900 N 29TH ST,19132,3001 W LEHIGH AVE,"3001 W LEHIGH AVE;2800 CHALMERS AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,6,6,4,39,N,"City Fuel Station Shed;Land is owned by School District-PPR leases",20.1875,22.1602377572438
831,Shed,Carousel House Recreation Center, , , ,0,4300 AVENUE OF THE REPUBLIC,19131, ,"1601 BELMONT AVE, 1701 Belmont Ave, 1701-15 BELMONT AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,7,5,4,16,N,Located in West Fairmount Park,24.734375,20.7319445478887
832,Pool Building,James Allen Shuler Playground, , , ,0,3025 N 27TH ST,19132,2901 N 29TH ST,"2901 N 29TH ST, 27th & Clearfield, 3000 N 27TH ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,6,6,4,39,N, ,23.01953125,22.2903703903381
833,Shed,Carmella A DiTizio Playground, , ,Whitehall Playground,0,2150 WAKELING ST,19124,2100 WAKELING ST,"2100 WAKELING ST, 2180 WAKELING ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,5,2,7,15,N, ,18.94921875,17.4501444922036
834,Field Storage,Wissinoming Park, ,, ,0,5773 FRANKFORD AVE,19135,5801 FRANKFORD AVE,"5801 FRANKFORD AVE;Frankford & Comly;5747 FRANKFORD AVE;4043 E CHELTENHAM AVE",BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,2,2,6,15,N, ,135.78515625,47.0336078316654
835,Dugout Shelter,Michael Palmer Playground, , ,Far Northeast Athletic Association,0,11774 THORNTON RD,19154,2981 COMLY RD,"11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2929 COMLY RD;11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2972 COMLY RD",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,18.265625,19.5204189614952
836,Dugout Shelter,Michael Palmer Playground, , ,Far Northeast Athletic Association,0,11774 THORNTON RD,19154,2981 COMLY RD,"11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2929 COMLY RD;11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2972 COMLY RD",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,20.23828125,19.1709737257097
837,Dugout Shelter,Michael Palmer Playground, , ,Far Northeast Athletic Association,0,11774 THORNTON RD,19154,2981 COMLY RD,"11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2929 COMLY RD;11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2972 COMLY RD",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,20.09375,21.5412774350537
838,Dugout Shelter,Michael Palmer Playground, , ,Far Northeast Athletic Association,0,11774 THORNTON RD,19154,2981 COMLY RD,"11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2929 COMLY RD;11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2972 COMLY RD",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,21.5546875,21.7825868054522
839,Dugout Shelter,Michael Palmer Playground, , ,Far Northeast Athletic Association,0,11774 THORNTON RD,19154,2981 COMLY RD,"11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2929 COMLY RD;11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2972 COMLY RD",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,21.515625,22.2341874695
840,Dugout Shelter,Michael Palmer Playground, , ,Far Northeast Athletic Association,0,11774 THORNTON RD,19154,2981 COMLY RD,"11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2929 COMLY RD;11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2972 COMLY RD",STRUCTURE,ATHLETIC,N,PUBLIC,0,0,1,1,10,8,N, ,22.2578125,21.9255084694995
841,Shed,Michael Palmer Playground, , ,Far Northeast Athletic Association,0,11774 THORNTON RD,19154,2981 COMLY RD,"11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2929 COMLY RD;11701 THORNTON RD, 3035 COMLY RD, Comly & Thornton;2981 COMLY RD;2972 COMLY RD",STRUCTURE,ATHLETIC,N,STAFF_ONLY,0,0,1,1,10,8,N, ,10.64453125,13.0526961416647
842,Shed,Susan Gorgas Park, , , ,0,6424 RIDGE AVE,19128,6300 RIDGE AVE,"6300 RIDGE AVE, Ridge & Hermitage",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,4,4,4,5,N, ,49.6484375,28.7813609596603
843,Garden Shelter,Schuylkill River Park,,,,0,400 S TANEY ST,19146,"400-16 S TANEY ST, 338-46 S 26TH ST, 300 S 26TH ST, 302-22 S 25TH ST, 2500R-06 LOCUST ST","Pine & Taney;400-16 S TANEY ST, 338-46 S 26TH ST, 300 S 26TH ST, 302-22 S 25TH ST, 2500R-06 LOCUST ST",STRUCTURE,OTHER,N,PUBLIC,0,,7,5,2,9,N,Shelter located in the community garden portion,39.5,25.8693684584341
844,School District Field Stands,Susan Gorgas Park,,,,0,4712 PECHIN ST,19128,6300 RIDGE AVE,"6300 RIDGE AVE, Ridge & Hermitage",STRUCTURE,ATHLETIC,N,CONDITIONAL,0,,4,4,4,5,N,School District - Roxborough High School,1166.93359375,168.579536938243
845,Shed,Vernon Park,,,,0,5805 GREENE ST,19144,5710-18 GERMANTOWN AVE,"5754 GERMANTOWN AVE;5800 GERMANTOWN AVE;5710-18 GERMANTOWN AVE;Germantown & Chelten;5801 GREENE ST;88 W RITTENHOUSE ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,4,4,8,14,N,Shed in southern portion of Vernon Park.,56.2421875,30.7310703620112
846,Water Tower,Water Tower Recreation Center,,,Chestnut Hill Water Tower,0,8299 ARDLEIGH ST,19118,209-99 E HARTWELL LN,"209-99 E HARTWELL LN;245 E HARTWELL LN;8299 ARDLEIGH ST;Hartwell & Ardleigh",STRUCTURE,OTHER,Y,STAFF_ONLY,,,4,4,8,14,N,Historic Water Tower,115.28515625,38.1123847082217
847,Pool Building,Boniface Piccoli Playground,,,,0,1501 E BRISTOL ST,19124,1501 E BRISTOL ST,"1500 E CAYUGA ST;O & Bristol",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,3,3,7,24,N,,21.28515625,20.8958335716198
848,Storage Building,Edward Houseman Playground,,,,0,900 E GODFREY AVE,19124,802 E GODFREY AVE,"802 E GODFREY AVE;5091 SUMMERDALE AVE;4979 SUMMERDALE AVE;4955 SUMMERDALE AVE;5151 SUMMERDALE AVE;Summerdale & Godfrey",BUILDING,OPERATIONS,N,STAFF_ONLY,,,3,3,9,2,N,,84.53515625,39.1765526011443
849,Pool Building,Private Alfred J Simpson Memorial Recreation Center,,,,0,1010 ARROTT ST,19124,1010 ARROTT ST,"Arrott & Large;1000 ARROTT ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,3,3,7,15,N,,21.33203125,22.5251434601649
850,Concession Stand,Joseph A Ferko Playground,,,Juniata Park,0,1101 E CAYUGA ST,19124,1101 E CAYUGA ST,J & Cayuga,BUILDING,CONCESSIONS,N,PUBLIC,1,,3,3,7,24,N,Located in Tacony Creek Park,34.0703125,24.7255771766816
851,Storage,Holmesburg Recreation Center,,,Crispin School,0,4510 RHAWN ST,19136,"4500 DECATUR ST, 4500 RHAWN ST","4500 DECATUR ST;4500 RHAWN ST",BUILDING,OPERATIONS,N,STAFF_ONLY,,,2,1,6,15,N,Archdiocese of Philadelphia leases the fields,39.9765625,26.0490952193735
852,Storage Shed (Track),Corporal Jimmy OConnor Memorial Playground,,,"Chalfont & Deerpath Playground;Chalfont Playground",0,4340 DEERPATH LN,19154,"4330 DEERPATH LN, 11061 KNIGHTS RD, 4330 DEERPATH LN, 11081 KNIGHTS RD","4200 DEERPATH LN;4330 DEERPATH LN;4336 DEERPATH LA;4330-40 DEERPATH LN;4330 DEERPATH LN;11081 KNIGHTS RD;11061 KNIGHTS RD",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,8,N,Land is owned by School District-PPR leases,14.48828125,15.2996466099345
853,Dugout Shelter (North Field),Corporal Jimmy OConnor Memorial Playground,,,"Chalfont & Deerpath Playground;Chalfont Playground",0,4340 DEERPATH LN,19154,"4330 DEERPATH LN, 11061 KNIGHTS RD, 4330 DEERPATH LN, 11081 KNIGHTS RD","4200 DEERPATH LN;4330 DEERPATH LN;4336 DEERPATH LA;4330-40 DEERPATH LN;4330 DEERPATH LN;11081 KNIGHTS RD;11061 KNIGHTS RD",STRUCTURE,ATHLETIC,N,PUBLIC,,,1,1,10,8,N,Our Lady of Calvary Athletic Association leases fields,30.0703125,27.1352072924905
854,Dugout Shelter (North Field),Corporal Jimmy OConnor Memorial Playground,,,"Chalfont & Deerpath Playground;Chalfont Playground",0,4340 DEERPATH LN,19154,"4330 DEERPATH LN, 11061 KNIGHTS RD, 4330 DEERPATH LN, 11081 KNIGHTS RD","4200 DEERPATH LN;4330 DEERPATH LN;4336 DEERPATH LA;4330-40 DEERPATH LN;4330 DEERPATH LN;11081 KNIGHTS RD;11061 KNIGHTS RD",STRUCTURE,ATHLETIC,N,PUBLIC,,,1,1,10,8,N,Our Lady of Calvary Athletic Association leases fields,28.4609375,26.873681835604
855,Dugout Shelter (South Diamond),Corporal Jimmy OConnor Memorial Playground,,,"Chalfont & Deerpath Playground;Chalfont Playground",0,4340 DEERPATH LN,19154,"4330 DEERPATH LN, 11061 KNIGHTS RD, 4330 DEERPATH LN, 11081 KNIGHTS RD","4200 DEERPATH LN;4330 DEERPATH LN;4336 DEERPATH LA;4330-40 DEERPATH LN;4330 DEERPATH LN;11081 KNIGHTS RD;11061 KNIGHTS RD",STRUCTURE,ATHLETIC,N,PUBLIC,,,1,1,10,8,N,Our Lady of Calvary Athletic Association leases fields,19.22265625,21.1271497388386
856,Dugout Shelter (South Diamond),Corporal Jimmy OConnor Memorial Playground,,,"Chalfont & Deerpath Playground;Chalfont Playground",0,4340 DEERPATH LN,19154,"4330 DEERPATH LN, 11061 KNIGHTS RD, 4330 DEERPATH LN, 11081 KNIGHTS RD","4200 DEERPATH LN;4330 DEERPATH LN;4336 DEERPATH LA;4330-40 DEERPATH LN;4330 DEERPATH LN;11081 KNIGHTS RD;11061 KNIGHTS RD",STRUCTURE,ATHLETIC,N,PUBLIC,,,1,1,10,8,N,Our Lady of Calvary Athletic Association leases fields,18.0234375,20.3693376342419
857,Storage Shed (South Diamond),Corporal Jimmy OConnor Memorial Playground,,,"Chalfont & Deerpath Playground;Chalfont Playground",0,4340 DEERPATH LN,19154,"4330 DEERPATH LN, 11061 KNIGHTS RD, 4330 DEERPATH LN, 11081 KNIGHTS RD","4200 DEERPATH LN;4330 DEERPATH LN;4336 DEERPATH LA;4330-40 DEERPATH LN;4330 DEERPATH LN;11081 KNIGHTS RD;11061 KNIGHTS RD",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,8,N,Our Lady of Calvary Athletic Association leases fields,14.0703125,15.0183989994729
858,Storage (Central Diamond),Daniel Boyle Memorial Recreation Center,,,Somerton Playground,0,13045 KELVIN AVE,19116,13024 STEVENS RD,"13024 STEVENS RD;13235 KELVIN AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,7,N,,7.296875,11.0097152778253
859,Storage (South Diamond),Daniel Boyle Memorial Recreation Center,,,Somerton Playground,0,13045 KELVIN AVE,19116,13024 STEVENS RD,"13024 STEVENS RD;13235 KELVIN AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,7,N,,6.99609375,10.757836825155
860,Storage (North Diamond),Daniel Boyle Memorial Recreation Center,,,Somerton Playground,0,13045 KELVIN AVE,19116,13024 STEVENS RD,"13024 STEVENS RD;13235 KELVIN AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,7,N,,6.71875,10.5538435755781
861,Pool Storage,Fox Chase Recreation Center,,,Fox Chase School Playground,0,7901 RIDGEWAY ST,19111,"601 BORBECK AVE, 700 RHAWN ST","601 BORBECK AVE;700 RHAWN ST;7976 ROCKWELL AVE;7901 RIDGEWAY ST;Rockwell & Ridgeway",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,2,N,,20.5546875,18.4235760703591
862,Pool Building,Fox Chase Recreation Center,,,Fox Chase School Playground,0,7901 RIDGEWAY ST,19111,"601 BORBECK AVE, 700 RHAWN ST","601 BORBECK AVE;700 RHAWN ST;7976 ROCKWELL AVE;7901 RIDGEWAY ST;Rockwell & Ridgeway",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,2,N,,21.73046875,18.7872790094722
863,Concession Stand,Fox Chase Recreation Center,,,Fox Chase School Playground,0,7901 RIDGEWAY ST,19111,"601 BORBECK AVE, 700 RHAWN ST","601 BORBECK AVE;700 RHAWN ST;7976 ROCKWELL AVE;7901 RIDGEWAY ST;Rockwell & Ridgeway",BUILDING,CONCESSIONS,N,CONDITIONAL,,,1,1,10,2,N,,93.765625,39.6051983498915
864,Athletic Storage,Fox Chase Recreation Center,,,Fox Chase School Playground,0,7901 RIDGEWAY ST,19111,"601 BORBECK AVE, 700 RHAWN ST","601 BORBECK AVE;700 RHAWN ST;7976 ROCKWELL AVE;7901 RIDGEWAY ST;Rockwell & Ridgeway",BUILDING,OPERATIONS,N,STAFF_ONLY,,,1,1,10,2,N,,306.45703125,85.6872110448124
865,Pool Building,George Jacobs Playground,,,,0,4500 LINDEN AVE,19136,9050 TORRESDALE AVE,"4558 LINDEN AVE;9050 TORRESDALE AVE;Linden & Jackson",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,6,8,N,,25.59375,23.0462532575837
866,Concession Stand,George Jacobs Playground,,,,0,4500 LINDEN AVE,19136,9050 TORRESDALE AVE,"4558 LINDEN AVE;9050 TORRESDALE AVE;Linden & Jackson",STRUCTURE,CONCESSIONS,N,CONDITIONAL,,,1,1,6,8,N,Converted Storage Container,48.51171875,37.9872995034879
867,Storage Shed,Thomas Holme School Playground,,,,0,3280 HOLME AVE,19114,"9152 ACADEMY RD;9125 ACADEMY RD","9152 ACADEMY RD;9125 ACADEMY RD",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,6,8,N,"PPR leases land from School District - Thomas Holme Elementary School; Lease began in 1965",59.26953125,31.7319038622497
868,Pool Building,Thomas Mitchell Playground,,,,0,3694 CHESTERFIELD RD,19114,3694 CHESTERFIELD RD,"3600 WHITEHALL LN;3700 WHITEHALL LN;Morrel & Crown",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,8,N,,23.19921875,21.6055953474356
869,Storage Shed,Tomlinson and Gifford Playground,,,,0,487 TOMLINSON RD,19116,575 TOMLINSON RD,575 TOMLINSON RD,STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,7,N,,25.0078125,20.405272825003
870,Storage Shed,William A Lackman Memorial Playground,,,,0,1165 BARTLETT ST,19115,800 BARTLETT ST,"800 BARTLETT ST;1101 BARTLETT ST;1151 BARTLETT ST;Chesworth & Bartlett",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,7,N,,28.59375,21.4234863592368
871,Pool Building,William A Lackman Memorial Playground,,,,0,1165 BARTLETT ST,19115,800 BARTLETT ST,"800 BARTLETT ST;1101 BARTLETT ST;1151 BARTLETT ST;Chesworth & Bartlett",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,1,1,10,7,N,,19.5546875,17.9241394638737
872,Event Space,Bartrams Garden,,,Bartram's Homestead,0,2701 S 53RD ST,19143,2901 S 56TH ST,"5443 Bartram Rd, 57th & Schuylkill River; 2901 S 56TH ST;5400 LINDBERGH BLVD",STRUCTURE,CONCESSIONS,N,PUBLIC,0,,9,8,3,12,N,Event Space Tent Structure,1430.5,208.120958664785
873,Saul Farm Processing Barn,Saul High School Farm,,,,0,7107 HENRY AVE,19128,900 WISES MILL RD,,BUILDING,FARM,N,CONDITIONAL,2,0,4,4,4,5,N,Located in Wissahickon Valley Park. Built by School District. ,702.8828125,108.333374335452
874,Pool Building,Pleasant Playground,,,,0,305 SLOCUM ST,19119,6757 CHEW AVE,"6757 CHEW AVE;6750 BOYER ST;332 PLEASANT ST;Boyer & Pleasant",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,4,4,8,14,N,,21.671875,21.1295635434605
875,Shed,Venice Island Performing Arts and Recreation Center,,,,0,25 LOCK ST,19127,"7 LOCK ST, 25 LOCK ST, 1 RECTOR ST","SCHUYLKILL and COTTON; 7 Lock St; 1 RECTOR ST",STRUCTURE,CONCESSIONS,N,CONDITIONAL,1,0,4,4,4,5,N,Vending Storage and Stand for Padel Courts.,31.72265625,23.8854332981864
876,Private Garage,Fernhill Park,,,,0,4654 MORRIS ST,19144,4680 MORRIS ST,"4600 MORRIS ST;4526 PULASKI AVE;Abbottsford & Morris;500 W ABBOTTSFORD AVE",BUILDING,RESIDENTIAL,N,STAFF_ONLY,,,3,4,8,39,N,Property currently in review,109.25390625,41.8253998235027
877,Private Residence,Fernhill Park,,,,0,4654 MORRIS ST,19144,4680 MORRIS ST,"4600 MORRIS ST;4526 PULASKI AVE;Abbottsford & Morris;500 W ABBOTTSFORD AVE",BUILDING,RESIDENTIAL,N,STAFF_ONLY,,,3,4,8,39,N,Property currently in review,493.50390625,100.46243224406
878,Storage Shed,11th and Cecil B Moore Playground,,,,0,1737 N 11TH ST,19122,1001-33 CECIL B MOORE AVE,"1001-33 CECIL B MOORE AVE;1701 N 11TH ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,10,6,5,22,N,,99.9609375,40.0366311069195
879,Storage,Womrath Park,,,,0,4098 FRANKFORD AVE,19124,4098 FRANKFORD AVE,Kensington & Frankford,STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,3,3,7,15,N,"Built sometime between 1996-2004, according to aerial imagery",21.68359375,18.7194707370049
880,Private Residence,East Fairmount Park,,,,0,3267 RIVER RD,19129,3267 RIVER RD,,BUILDING,RESIDENTIAL,N,STAFF_ONLY,,,7,5,4,39,N,Property currently in review,243.2421875,64.6568461920337
881,Private Residence,East Fairmount Park,,,,0,3265 RIVER RD,19129,3265 RIVER RD,,BUILDING,RESIDENTIAL,N,STAFF_ONLY,,,7,5,4,39,N,Property currently in review,98.73046875,41.9386747446692
882,Storage Shed,East Fairmount Park,,,,0,3600 S FERRY RD,19129,3269 RIVER RD,"3849 S FERRY RD;3269 RIVER RD",STRUCTURE,CONCESSIONS,N,CONDITIONAL,,,7,5,4,39,N,Used by the Trolley Car Cafe (The Bathey),21.24609375,19.24334069886
883,Shed,Dell Music Center,,,,0,3101 STRAWBERRY MANSION DR,19132,2500 SPRING GARDEN ST,"3501 STRWBRRY MN. BR DR, Ridge & Huntingdon;3300 W Huntington;2400 Strawberry Mansion Dr",STRUCTURE,OPERATIONS,N,STAFF_ONLY,,,7,5,4,22,N,Located in East Fairmount Park. ,21.7265625,18.6619387057703
884,Strawberry Mansion Shed,East Fairmount Park,,,,0,2485 STRAWBERRY MANSION DR,19132,2500 SPRING GARDEN ST,"2450 STRAWBERRY MANSION BRIDGE DR;2450 Strawberry Mansion Dr;2500 SPRING GARDEN ST",BUILDING,OPERATIONS,Y,STAFF_ONLY,,,7,5,4,22,N,Strawberry Mansion Historic House Premises,29.5234375,21.7375675006081
885,Strawberry Mansion Event Tent,East Fairmount Park,,,,0,2485 STRAWBERRY MANSION DR,19132,2500 SPRING GARDEN ST,"2450 STRAWBERRY MANSION BRIDGE DR;2450 Strawberry Mansion Dr;2500 SPRING GARDEN ST",STRUCTURE,CONCESSIONS,N,CONDITIONAL,,,7,5,4,22,N,Strawberry Mansion Historic House Premises,581.44140625,104.733428970036
886,Mount Pleasant Gazebo,East Fairmount Park,,,,0,3764 MOUNT PLEASANT DR,19121,2500 SPRING GARDEN ST,"3800 MT PLEASANT DR;2500 SPRING GARDEN ST",STRUCTURE,OTHER,N,CONDITIONAL,,,7,5,4,22,N,Mount Pleaseant Mansion Historic House Premises,9.73828125,12.5661364202178
887,East Fairmount Reservoir Building,East Fairmount Park,,,,0,,19121,,,STRUCTURE,OTHER,N,STAFF_ONLY,,,7,5,4,22,N,East of the East Park Reservoir,20767.93359375,511.065009943304
888,East Fairmount Reservoir Building,East Fairmount Park,,,,0,,19121,,,STRUCTURE,OTHER,N,STAFF_ONLY,,,7,5,4,22,N,East of the East Park Reservoir,21092.16796875,515.03892719673
889,East Fairmount Reservoir Building (South),East Fairmount Park,,,,0,,19121,,,STRUCTURE,OTHER,N,STAFF_ONLY,,,7,5,4,22,N,East of the East Park Reservoir,21471.953125,519.655154675563
890,Water Building,East Fairmount Park,,,,0,,19121,,,BUILDING,OTHER,N,STAFF_ONLY,,,7,5,4,22,N,East of the East Park Reservoir,116.39453125,43.9752874771637
891,Discovery Center Storage,Discovery Center at East Fairmount Reservoir,,,,0,3395 RESERVOIR DR,19121,2500 SPRING GARDEN ST,"3401 RESERVOIR DR;2500 SPRING GARDEN ST;3369 RESERVOIR DR",STRUCTURE,OPERATIONS,N,CONDITIONAL,,,7,5,4,22,N,Located in East Fairmount Park.,26.93359375,21.5014300605239
892,East Fairmount Reservoir Building (North),East Fairmount Park,,,,0,,19121,,,BUILDING,OTHER,N,STAFF_ONLY,,,7,5,4,22,N,East of the East Park Reservoir,64.20703125,32.1547869133013
893,SEPTA Building,East Fairmount Park,,,,0,,19121,,,BUILDING,OTHER,N,STAFF_ONLY,,,7,5,4,22,N,Buidling along the SEPTA Rail ROW. Located SE of the Sedgley Woods Disc Golf Course along the railroad.,76.43359375,44.2447084305921
894,PWD Pumping Station (Queen Lane),East Fairmount Park,,,,3390,4700 RIDGE AVE,19129,4540 RIDGE AVE,4540 RIDGE AVE,BUILDING,OTHER,N,STAFF_ONLY,,,7,5,4,39,N,"PWD Pumping Station;SW of the Button;Ridge & Kelly ",773.1171875,116.00601166341
895,SEPTA Bus Shelter,East Fairmount Park,,,Wissahickon Transport Center,0,,19128,,,STRUCTURE,OTHER,N,PUBLIC,,,7,5,4,5,N,Wissahickon Transportation Center (Ridge Ave and Lincoln Dr) on City/PPR Land.,146.92578125,51.8172389522631
896,Dugout,Al Pearlman Sports Center,,,,0,600 PORT ROYAL AVE,19128,600 PORT ROYAL AVE,Harner & Port Royal,STRUCTURE,ATHLETIC,N,PUBLIC,0,0,4,4,4,5,N,PWD owned land. PPR utilizes the land and buildings.,31.32421875,25.5902160804895
897,Dugout,Al Pearlman Sports Center,,,,0,600 PORT ROYAL AVE,19128,600 PORT ROYAL AVE,Harner & Port Royal,STRUCTURE,ATHLETIC,N,PUBLIC,0,0,4,4,4,5,N,PWD owned land. PPR utilizes the land and buildings.,31.9453125,25.9947650986147
898,Announcers Booth,Al Pearlman Sports Center,,,,0,600 PORT ROYAL AVE,19128,600 PORT ROYAL AVE,Harner & Port Royal,STRUCTURE,ATHLETIC,N,STAFF_ONLY,2,,4,4,4,5,N,PWD owned land. PPR utilizes the land and buildings.,16.328125,16.2298255057456
899,PWD Building,Tacony Creek Park,,,,0,950 RAMONA AVE,19124,,RAMONA AVE & I ST,BUILDING,OTHER,N,STAFF_ONLY,,,3,3,7,24,N,PWD Building at I St and Ramona Ave. Fenced off near trailhead.,138.328125,49.4900924760003
900,Rosenberger Hall,Clarence H Clark Park,Rosenberger Hall,Rosenberger Hall,,3145,660 S 43RD ST,19104,1101 S 45TH ST,1101 S 45TH ST,BUILDING,OFFICE,,CONDITIONAL,,216,8,8,3,18,N,,729.70703125,115.797398828492
